Algoritmo,Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
BB,20,200,200,698,0.00011873245239257812,"[[2, 3, 4, 6, 8, 10, 14, 16, 18, 19]]"
BB,20,200,200,688,0.00013494491577148438,"[[2, 3, 5, 6, 9, 14, 15, 16, 19]]"
BB,20,200,200,471,0.00041031837463378906,"[[11, 12, 13, 16, 17, 18, 19]]"
BB,20,200,200,759,0.00014853477478027344,"[[1, 3, 5, 6, 7, 9, 10, 14, 16, 17]]"
BB,20,200,200,638,0.00026607513427734375,"[[0, 1, 2, 3, 4, 6, 7, 8, 10, 13, 19]]"
BB,20,200,200,626,0.0002582073211669922,"[[3, 6, 7, 8, 10, 11, 12, 13, 14, 19]]"
BB,20,200,200,678,0.0001544952392578125,"[[1, 2, 3, 5, 6, 7, 11, 12, 15, 16]]"
BB,20,200,200,709,0.00019884109497070312,"[[0, 1, 7, 9, 13, 14, 15, 16, 18]]"
BB,20,200,200,897,0.0003533363342285156,"[[2, 4, 5, 8, 9, 10, 13, 14, 16, 17, 18, 19]]"
BB,20,200,200,579,8.726119995117188e-05,"[[0, 4, 7, 10, 11, 13, 15]]"
BB,40,200,200,819,0.0313105583190918,"[[9, 10, 12, 15, 22, 24, 29, 32, 35, 37]]"
BB,40,200,200,774,0.09186649322509766,"[[6, 8, 10, 28, 29, 31, 32, 33, 35, 37, 39]]"
BB,40,200,200,749,0.0019075870513916016,"[[3, 4, 5, 13, 22, 30, 31, 32, 36, 37, 38]]"
BB,40,200,200,711,0.0020902156829833984,"[[2, 5, 8, 9, 17, 23, 24, 34, 38]]"
BB,40,200,200,854,0.007619142532348633,"[[0, 2, 4, 5, 7, 10, 16, 17, 19, 21, 27, 35]]"
BB,40,200,200,770,0.0006501674652099609,"[[2, 3, 9, 14, 17, 22, 24, 26, 29, 33, 34]]"
BB,40,200,200,763,0.009465932846069336,"[[2, 4, 5, 11, 12, 21, 25, 33, 38, 39]]"
BB,40,200,200,798,0.0010366439819335938,"[[1, 2, 3, 6, 10, 18, 21, 25, 28, 37, 38]]"
BB,40,200,200,958,0.008438587188720703,"[[3, 6, 7, 8, 14, 15, 16, 21, 23, 26, 27, 29, 32, 38]]"
BB,40,200,200,773,0.007592439651489258,"[[7, 13, 14, 15, 19, 22, 25, 27, 29, 36, 39]]"
BB,100,200,200,961,4.764126539230347,"[[1, 4, 11, 16, 26, 31, 50, 51, 52, 74, 88, 91, 93]]"
BB,100,200,200,1127,7.753563404083252,"[[9, 22, 24, 28, 29, 31, 33, 39, 46, 48, 54, 64, 68, 74, 81, 87]]"
BB,100,200,200,1156,0.7937717437744141,"[[1, 6, 7, 23, 34, 42, 47, 51, 52, 55, 57, 62, 69, 72, 88, 94]]"
BB,100,200,200,977,36.774837255477905,"[[8, 13, 18, 29, 34, 36, 41, 60, 62, 76, 79, 80, 83]]"
BB,100,200,200,1337,3.899944305419922,"[[0, 1, 13, 17, 18, 23, 28, 29, 35, 38, 55, 59, 61, 66, 68, 76, 90]]"
BB,100,200,200,1094,13.087677717208862,"[[4, 6, 7, 13, 20, 25, 31, 45, 50, 56, 59, 60, 61, 87]]"
BB,100,200,200,1009,8.869035243988037,"[[9, 18, 21, 22, 35, 45, 55, 65, 75, 76, 93, 95, 97, 98]]"
BB,100,200,200,1098,69.04433083534241,"[[17, 25, 32, 41, 45, 50, 55, 62, 68, 69, 73, 87, 91, 94, 95]]"
BB,100,200,200,1274,2.4978253841400146,"[[1, 2, 13, 18, 22, 32, 48, 54, 59, 66, 77, 79, 83, 85, 90, 92, 93, 94]]"
BB,100,200,200,1243,18.69035577774048,"[[0, 4, 8, 30, 34, 36, 39, 50, 53, 59, 64, 65, 73, 83, 85, 87, 89, 93]]"
BT,20,200,200,698,0.027080297470092773,"[2, 3, 4, 6, 8, 10, 14, 16, 18, 19]"
BT,20,200,200,688,0.02363109588623047,"[2, 3, 5, 6, 9, 14, 15, 16, 19]"
BT,20,200,200,471,0.011469841003417969,"[11, 12, 13, 16, 17, 18, 19]"
BT,20,200,200,759,0.022763490676879883,"[1, 3, 5, 6, 7, 9, 10, 14, 16, 17]"
BT,20,200,200,638,0.03541874885559082,"[0, 1, 2, 3, 4, 6, 7, 8, 10, 13, 19]"
BT,20,200,200,626,0.040632009506225586,"[3, 6, 7, 8, 10, 11, 12, 13, 14, 19]"
BT,20,200,200,678,0.04263758659362793,"[1, 2, 3, 5, 6, 7, 11, 12, 15, 16]"
BT,20,200,200,709,0.029276609420776367,"[0, 1, 7, 9, 13, 14, 15, 16, 18]"
BT,20,200,200,897,0.07223057746887207,"[2, 4, 5, 8, 9, 10, 13, 14, 16, 17, 18, 19]"
BT,20,200,200,579,0.014554500579833984,"[0, 4, 7, 10, 11, 13, 15]"
BT,40,200,200,819,5.270046949386597,"[9, 10, 12, 15, 22, 24, 29, 32, 35, 37]"
BT,40,200,200,774,10.294348001480103,"[6, 8, 10, 28, 29, 31, 32, 33, 35, 37, 39]"
BT,40,200,200,749,5.513467311859131,"[3, 4, 5, 13, 22, 30, 31, 32, 36, 37, 38]"
BT,40,200,200,711,9.32994270324707,"[2, 5, 8, 9, 17, 23, 24, 34, 38]"
BT,40,200,200,854,11.534075021743774,"[0, 2, 4, 5, 7, 10, 16, 17, 19, 21, 27, 35]"
BT,40,200,200,770,3.1773436069488525,"[2, 3, 9, 14, 17, 22, 24, 26, 29, 33, 34]"
BT,40,200,200,763,4.701472043991089,"[2, 4, 5, 11, 12, 21, 25, 33, 38, 39]"
BT,40,200,200,798,7.962428331375122,"[1, 2, 3, 6, 10, 18, 21, 25, 28, 37, 38]"
BT,40,200,200,958,60.000483989715576,"[3, 6, 7, 8, 14, 15, 16, 21, 23, 26, 27, 29, 32, 38]"
BT,40,200,200,773,8.256200551986694,"[7, 13, 14, 15, 19, 22, 25, 27, 29, 36, 39]"
DP,20,200,200,698,0.2896735668182373,"[[2, 3, 4, 6, 8, 10, 14, 16, 18, 19]]"
DP,20,200,200,688,0.28400135040283203,"[[2, 3, 5, 6, 9, 14, 15, 16, 19]]"
DP,20,200,200,471,0.27231407165527344,"[[11, 12, 13, 16, 17, 18, 19]]"
DP,20,200,200,759,0.28827786445617676,"[[1, 3, 5, 6, 7, 9, 10, 14, 16, 17]]"
DP,20,200,200,638,0.29085350036621094,"[[0, 1, 2, 3, 4, 6, 7, 8, 10, 13, 19]]"
DP,20,200,200,626,0.28373265266418457,"[[3, 6, 7, 8, 10, 11, 12, 13, 14, 19]]"
DP,20,200,200,678,0.28648972511291504,"[[1, 2, 3, 5, 6, 7, 11, 12, 15, 16]]"
DP,20,200,200,709,0.28332948684692383,"[[0, 1, 7, 9, 13, 14, 15, 16, 18]]"
DP,20,200,200,897,0.2913093566894531,"[[2, 4, 5, 8, 9, 10, 13, 14, 16, 17, 18, 19]]"
DP,20,200,200,579,0.27741003036499023,"[[0, 4, 7, 10, 11, 13, 15]]"
DP,40,200,200,819,0.564490795135498,"[[9, 10, 12, 15, 22, 24, 29, 32, 35, 37]]"
DP,40,200,200,774,0.5650341510772705,"[[6, 8, 10, 28, 29, 31, 32, 33, 35, 37, 39]]"
DP,40,200,200,749,0.5618507862091064,"[[3, 4, 5, 13, 22, 30, 31, 32, 36, 37, 38]]"
DP,40,200,200,711,0.5667076110839844,"[[2, 5, 8, 9, 17, 23, 24, 34, 38]]"
DP,40,200,200,854,0.592566967010498,"[[0, 2, 4, 5, 7, 10, 16, 17, 19, 21, 27, 35]]"
DP,40,200,200,770,1.7243988513946533,"[[2, 3, 9, 14, 17, 22, 24, 26, 29, 33, 34]]"
DP,40,200,200,763,0.5594527721405029,"[[2, 4, 5, 11, 12, 21, 25, 33, 38, 39]]"
DP,40,200,200,798,0.5680058002471924,"[[1, 2, 3, 6, 10, 18, 21, 25, 28, 37, 38]]"
DP,40,200,200,958,0.5736477375030518,"[[3, 6, 7, 8, 14, 15, 16, 21, 23, 26, 27, 29, 32, 38]]"
DP,40,200,200,773,0.5671074390411377,"[[7, 13, 14, 15, 19, 22, 25, 27, 29, 36, 39]]"
DP,100,200,200,961,1.4624338150024414,"[[1, 4, 11, 16, 26, 31, 50, 51, 52, 74, 88, 91, 93]]"
DP,100,200,200,1127,1.4804046154022217,"[[9, 22, 24, 28, 29, 31, 33, 39, 46, 48, 54, 64, 68, 74, 81, 87]]"
DP,100,200,200,1156,1.446664571762085,"[[1, 6, 7, 23, 34, 42, 47, 51, 52, 55, 57, 62, 69, 72, 88, 94]]"
DP,100,200,200,977,1.4032020568847656,"[[8, 13, 18, 29, 34, 36, 41, 60, 62, 76, 79, 80, 83]]"
DP,100,200,200,1337,1.4735782146453857,"[[0, 1, 13, 17, 18, 23, 28, 29, 35, 38, 55, 59, 61, 66, 68, 76, 90]]"
DP,100,200,200,1094,1.4510111808776855,"[[4, 6, 7, 13, 20, 25, 31, 45, 50, 56, 59, 60, 61, 87]]"
DP,100,200,200,1009,1.4892299175262451,"[[9, 18, 21, 22, 35, 45, 55, 65, 75, 76, 93, 95, 97, 98]]"
DP,100,200,200,1098,1.436086893081665,"[[17, 25, 32, 41, 45, 50, 55, 62, 68, 69, 73, 87, 91, 94, 95]]"
DP,100,200,200,1274,1.4478659629821777,"[[1, 2, 13, 18, 22, 32, 48, 54, 59, 66, 77, 79, 83, 85, 90, 92, 93, 94]]"
DP,100,200,200,1243,1.4323616027832031,"[[0, 4, 8, 30, 34, 36, 39, 50, 53, 59, 64, 65, 73, 83, 85, 87, 89, 93]]"
